Individuals,Codes,Time_Body_Acceleration.mean...X,Time_Body_Acceleration.mean...Y,Time_Body_Acceleration.mean...Z,Time_Gravity_Acceleration.mean...X,Time_Gravity_Acceleration.mean...Y,Time_Gravity_Acceleration.mean...Z,Time_Body_Acceleration_Jerk.mean...X,Time_Body_Acceleration_Jerk.mean...Y,Time_Body_Acceleration_Jerk.mean...Z,Time_Body_Gyroscopic.mean...X,Time_Body_Gyroscopic.mean...Y,Time_Body_Gyroscopic.mean...Z,Time_Body_Gyroscopic_Jerk.mean...X,Time_Body_Gyroscopic_Jerk.mean...Y,Time_Body_Gyroscopic_Jerk.mean...Z,Time_Body_Acceleration_Magnitude.mean..,Time_Gravity_Acceleration_Magnitude.mean..,Time_Body_Acceleration_Jerk_Magnitude.mean..,Time_Body_Gyroscopic_Magnitude.mean..,Time_Body_Gyroscopic_Jerk_Magnitude.mean..,Frequency_Body_Acceleration.mean...X,Frequency_Body_Acceleration.mean...Y,Frequency_Body_Acceleration.mean...Z,Frequency_Body_Acceleration.meanFreq...X,Frequency_Body_Acceleration.meanFreq...Y,Frequency_Body_Acceleration.meanFreq...Z,Frequency_Body_Acceleration_Jerk.mean...X,Frequency_Body_Acceleration_Jerk.mean...Y,Frequency_Body_Acceleration_Jerk.mean...Z,Frequency_Body_Acceleration_Jerk.meanFreq...X,Frequency_Body_Acceleration_Jerk.meanFreq...Y,Frequency_Body_Acceleration_Jerk.meanFreq...Z,Frequency_Body_Gyroscopic.mean...X,Frequency_Body_Gyroscopic.mean...Y,Frequency_Body_Gyroscopic.mean...Z,Frequency_Body_Gyroscopic.meanFreq...X,Frequency_Body_Gyroscopic.meanFreq...Y,Frequency_Body_Gyroscopic.meanFreq...Z,Frequency_Body_Acceleration_Magnitude.mean..,Frequency_Body_Acceleration_Magnitude.meanFreq..,Frequency_Body_Acceleration_Jerk_Magnitude.mean..,Frequency_Body_Acceleration_Jerk_Magnitude.meanFreq..,Frequency_Body_Gyroscopic_Magnitude.mean..,Frequency_Body_Gyroscopic_Magnitude.meanFreq..,Frequency_Body_Gyroscopic_Jerk_Magnitude.mean..,Frequency_Body_Gyroscopic_Jerk_Magnitude.meanFreq..,angle.Time_Body_AccelerationMean.gravity.,angle.Time_Body_Acceleration_JerkMean..gravityMean.,angle.Time_Body_GyroscopicMean.gravityMean.,angle.Time_Body_Gyroscopic_JerkMean.gravityMean.,angle.X.gravityMean.,angle.Y.gravityMean.,angle.Z.gravityMean.
6,3,0.277045258,-0.01953684,-0.107209356,0.928531455,-0.214046334,-0.003079817,0.103681344,0.009876858,-0.009324706,-0.096083744,-0.034178221,0.08700126,-0.025645223,-0.076808992,-0.037222865,0.333754731,0.333754731,0.103845072,0.014267782,-0.082936685,0.328308506,0.339771174,-0.277602591,-0.411649336,0.021911178,0.306253166,0.136554991,0.137202452,-0.283086205,-0.315757695,-0.484343661,-0.034825425,0.063371605,-0.130327466,0.152845249,0.001504466,0.151125875,0.302963643,0.395958035,0.106479482,0.243834259,-0.001606595,-0.014373543,0.230693028,-0.132705384,0.036946297,-0.045308517,-0.035836968,0.312706788,-0.207129263,-0.804077122,0.232771542,0.023961575
6,4,0.276778487,-0.014591162,-0.110127729,0.933692935,0.068262866,0.069521966,0.075472164,2.56E-06,0.006237278,-0.037244228,-0.08990833,0.085434601,-0.093669352,-0.03339867,-0.046550431,-0.949543531,-0.949543531,-0.962733502,-0.932703812,-0.962929228,-0.975351455,-0.928264365,-0.935798115,0.003046954,0.12338183,0.08184553,-0.97103748,-0.947070821,-0.954199786,0.099940062,-0.150934459,-0.091348467,-0.939671401,-0.943857393,-0.934764895,0.139409517,-0.129239218,0.043810363,-0.935750391,0.128902046,-0.948348654,0.17184452,-0.929725679,0.046173584,-0.952034566,0.121846502,0.002327624,-0.023815643,0.047927245,-0.035147602,-0.784772393,0.036051293,-0.02782277
6,5,0.280346249,-0.018123633,-0.112172832,0.945139004,-0.230251036,0.013919347,0.07306996,0.00871884,-0.004817122,-0.028251913,-0.058982364,0.076739475,-0.103292534,-0.04288283,-0.050643219,-0.945022876,-0.945022876,-0.967102436,-0.939404744,-0.963406223,-0.977100287,-0.930336472,-0.942864017,0.066452177,-0.086631998,0.020881508,-0.973480539,-0.951405465,-0.963743518,0.186559227,-0.251013912,-0.071533989,-0.931612384,-0.943273146,-0.943239602,-0.114716166,-0.195978463,-0.077874719,-0.945949804,0.037354219,-0.955914005,0.190943682,-0.926664297,-0.07011969,-0.955425138,0.027625265,0.012349455,-0.007378625,0.067269393,0.058693825,-0.759500275,0.240854577,0.012127328
6,6,0.24865652,-0.010252917,-0.13311957,-0.476709879,0.956593814,0.175867709,0.096348196,-0.001145292,0.003288173,-0.007960503,-0.107218315,0.179102058,-0.111267285,-0.042410429,-0.071777474,-0.918878851,-0.918878851,-0.954750505,-0.908980175,-0.955645738,-0.939114254,-0.923706791,-0.938044912,-0.219729934,0.348418746,0.161457928,-0.967072437,-0.93604342,-0.954425845,0.011473189,-0.022202946,0.078468403,-0.93543977,-0.941771544,-0.932636613,0.102549066,0.02365678,0.044522554,-0.912351652,0.144605087,-0.948655471,0.182525078,-0.930153639,0.119317523,-0.953695957,0.163765319,0.004989439,0.032217035,0.085938987,-0.035056681,0.593394404,-0.874567702,-0.106624419
7,1,0.275592962,-0.018653665,-0.110912235,0.932566472,-0.159097004,-0.160846924,0.090146265,0.018432272,-0.021039855,0.002288352,-0.083711372,0.06411046,-0.1236542,-0.044776603,-0.049571309,-0.097809044,-0.097809044,-0.1929489,-0.305959351,-0.30002278,-0.343048406,-0.06415642,0.038583225,-0.313727372,0.160434129,0.124630171,-0.383715798,-0.123192887,-0.106490373,-0.284586506,-0.287013819,-0.24483172,-0.318395105,-0.151966687,-0.366733618,0.111912537,0.273141323,0.014356405,-0.15124365,0.172997884,-0.03841873,-0.012744637,-0.192909765,0.300315718,-0.155339856,0.00088034,-0.023614388,-0.005380842,-0.052693664,0.053895009,-0.747765638,0.1923393,0.135380525
7,2,0.248706923,-0.027563901,-0.143769689,0.81874656,-0.240950944,-0.40359971,0.072464994,-0.000812387,-7.45E-05,-0.138778108,-0.00247162,0.139217072,-0.085664087,-0.048221911,-0.072451748,-0.198074438,-0.198074438,-0.458695232,-0.239099166,-0.661969772,-0.336199426,-0.381590523,-0.317461021,-0.43268459,-0.135079177,-0.273730521,-0.454647882,-0.53707567,-0.581764527,-0.39118255,-0.425313822,-0.627555474,-0.383889343,-0.567920266,-0.408150267,-0.329345937,-0.054117536,-0.346105575,-0.378618762,-0.089227815,-0.454783247,0.045863646,-0.533982946,-0.165200897,-0.673327282,0.047334927,0.017579969,0.014002635,0.106104407,-0.117697297,-0.519312377,0.248699244,0.312061603
7,3,0.28030708,-0.016633237,-0.096938309,0.930623633,-0.129871673,-0.154935539,0.096892618,-0.019106108,-0.016039039,-0.105409613,-0.049717461,0.116894769,-0.059727351,-0.038190428,-0.078946934,0.019879529,0.019879529,-0.170319619,-0.188740819,-0.399229959,0.044342832,-0.145302311,-0.139216222,-0.365650549,-0.031473662,0.082442424,-0.030522669,-0.31623651,-0.296494903,-0.333627289,-0.414196284,-0.382024152,-0.33930147,-0.214443073,-0.299600268,-0.219867702,0.200566271,0.007637195,0.218911066,0.003802981,0.067389886,-0.03738444,-0.255045057,0.235200926,-0.289096677,0.081946366,-0.03861536,-0.030726021,0.259901814,-0.100218024,-0.778027536,0.172989451,0.131639909
7,4,0.284674637,-0.014610976,-0.122464598,0.969147824,0.006088466,0.064963625,0.066851979,0.011686342,0.016200414,-0.049637972,-0.033611965,0.025947666,-0.093815563,-0.039644489,-0.045456627,-0.918432107,-0.918432107,-0.976559676,-0.897870535,-0.981665122,-0.972697127,-0.931490634,-0.904675338,-0.033431223,0.014716671,-0.101766084,-0.982037244,-0.969423613,-0.968503505,0.180132582,-0.081502132,-0.085752758,-0.943631758,-0.956678065,-0.947419933,-0.07163023,-0.308762329,-0.018773959,-0.908956776,-0.011233011,-0.970954184,0.181229725,-0.933081955,-0.142830891,-0.978634991,0.055363892,0.013636598,-0.038751477,-0.018369851,-0.032757547,-0.930654289,0.079731683,-0.023807859
7,5,0.282723539,-0.014574034,-0.09977783,0.958728688,-0.117607049,-0.051657372,0.075191511,0.006947004,-0.010842029,-0.029158221,-0.077433644,0.0851045,-0.090153966,-0.041279761,-0.054539002,-0.942724659,-0.942724659,-0.973381306,-0.943425565,-0.977377083,-0.976681834,-0.941883784,-0.93855052,-0.079704728,-0.159730059,0.00098894,-0.976323086,-0.967165093,-0.968229643,0.098774854,-0.188479735,-0.089160206,-0.938121638,-0.957548671,-0.957165056,-0.188057606,-0.298448698,-0.188116628,-0.94561145,-0.028845177,-0.967417888,0.25675944,-0.938704985,-0.18718167,-0.973671169,0.09547074,0.010246898,-0.023833606,-0.075886457,-0.007606348,-0.819123578,0.164011262,0.057988662
7,6,0.250176694,-0.020441152,-0.101361037,-0.502814251,0.393444278,0.907537823,0.096890402,0.025062418,-0.013165392,-0.002826419,-0.133605695,0.15592003,-0.105944243,-0.035889743,-0.067190179,-0.936392024,-0.936392024,-0.98012724,-0.915793635,-0.983008829,-0.953424246,-0.942193954,-0.958611645,-0.635913046,-0.043829267,0.237111987,-0.980393047,-0.972531649,-0.969524978,0.02071592,-0.045134262,0.094560585,-0.953684548,-0.957570208,-0.956905311,-0.139745225,-0.453725645,0.014468287,-0.927976881,-0.129091025,-0.968066259,0.217605287,-0.941130719,-0.265784491,-0.974117912,0.104422953,0.036447705,0.019922824,0.063016312,0.048624377,0.612487998,-0.207518642,-0.808553756
8,1,0.27468631,-0.018662887,-0.107252091,0.913586348,-0.217102195,-0.186267837,0.070339349,-0.006039475,-0.000673799,0.023508823,-0.095791791,0.050965792,-0.135886431,-0.031488091,-0.052268397,0.051678628,0.051678628,-0.066832243,-0.003102438,-0.33912927,-0.247389012,0.316982393,-0.238634595,-0.380892406,0.003561638,0.111947205,-0.311198711,0.079683287,-0.361563262,-0.345898115,-0.419277901,-0.247485399,-0.102063054,-0.259729692,-0.132902199,-0.176032066,-0.102881608,-0.218800754,-0.095217283,0.204080888,-0.12383441,0.176189876,-0.301241849,0.089000574,-0.473026231,0.294590007,0.073861533,-0.033141769,-0.185503909,0.045002304,-0.684991674,0.231918891,0.153861202
8,2,0.258880152,-0.028241514,-0.11512212,0.860368719,-0.291341492,-0.192306961,0.081381681,0.014120592,-0.067458392,0.192704476,-0.204205356,-0.072454603,-0.155445674,-0.027919577,-0.053409038,0.121026629,0.121026629,-0.141494613,0.166447991,-0.400664014,-0.166411065,0.2634314,-0.072949694,-0.290117828,-0.100254406,-0.191852656,-0.200277249,-0.025795259,-0.386655804,-0.115989565,-0.344029932,-0.368783012,-0.240260762,-0.113162144,0.165974187,-0.221044979,-0.184403755,-0.296234667,-0.130264519,0.20707129,-0.131850567,0.274549259,-0.229610953,-0.128115003,-0.463270578,0.251663318,0.076726788,-0.097933578,-0.38930512,0.066377528,-0.613935211,0.285922799,0.16069739
8,3,0.283484089,-0.021105867,-0.107598135,0.914023498,-0.187610243,-0.141817935,0.118938088,-0.038019385,-0.039435616,-0.121189626,-0.050076017,0.114143855,-0.034928349,-0.053496969,-0.08679033,0.176599312,0.176599312,0.26262849,0.099342974,-0.126189143,0.1365902,0.38841278,0.159589757,-0.200757851,0.051155548,0.22307849,0.214841403,0.220639688,0.058609689,-0.170997897,-0.337650965,-0.180391339,-0.130740445,0.116090879,0.027749807,-0.177172959,0.071679424,-0.005130402,0.301626757,0.22914457,0.33152846,0.181422536,-0.00036273,0.267675983,-0.125179587,0.242843619,-0.014368061,-0.119465358,0.265290535,-0.161871532,-0.734180207,0.213262026,0.12308545
8,4,0.267491473,-0.006725506,-0.104461049,0.832453878,0.240095117,0.263895186,0.078671376,-0.006575163,-0.010680892,-0.054739699,-0.095508924,0.071604881,-0.092315025,-0.040267377,-0.044573224,-0.952139704,-0.952139704,-0.986061512,-0.932682243,-0.991807428,-0.98114291,-0.944219718,-0.959436276,-0.164187373,0.107278339,0.060048458,-0.984977271,-0.980221105,-0.982995311,0.227828617,0.0527157,0.008837681,-0.98220031,-0.97658989,-0.961798677,0.116741557,-0.26113945,-0.043017656,-0.947981783,0.121543001,-0.980932292,0.306787561,-0.965806789,-0.141126203,-0.987730604,0.166638748,0.011989631,-0.017570278,0.012124446,-0.03807699,-0.616080376,-0.086694814,-0.169509304
8,5,0.279620986,-0.014811307,-0.106114997,0.957669921,-0.090460349,-0.097939202,0.075373905,0.008149517,0.003221533,-0.021967198,-0.028011763,0.063688907,-0.097757576,-0.048519068,-0.047848323,-0.953762884,-0.953762884,-0.984920798,-0.952848497,-0.987580588,-0.988219862,-0.9500491,-0.950362936,0.023115567,0.077184273,0.121181474,-0.989029239,-0.976177675,-0.979477193,0.267296231,-0.059819558,0.069283124,-0.969677436,-0.972595487,-0.975512277,-0.154243187,-0.197392513,0.022201108,-0.953746071,0.110646846,-0.979745872,0.308060634,-0.964564224,-0.108780316,-0.983709233,0.17917369,0.025894901,-0.008204621,0.015246574,-0.031934786,-0.840839661,0.145565477,0.0905213
8,6,0.261254283,-0.021228173,-0.102245366,-0.405930036,0.589922435,0.719831539,0.08783269,0.023329916,-0.016921879,0.005353612,-0.089137414,0.138188307,-0.106445008,-0.03897352,-0.069412315,-0.935308634,-0.935308634,-0.97314749,-0.924253349,-0.978438191,-0.953538564,-0.951816664,-0.944269514,-0.307248374,0.005397544,0.192435787,-0.973110596,-0.975877437,-0.962111137,0.164984299,0.006672864,0.12024874,-0.957903886,-0.95741116,-0.967461239,-0.105590904,-0.199880206,0.213568382,-0.932279646,0.048498846,-0.961792852,0.350822601,-0.944528951,-0.062056375,-0.968403946,0.219371246,-0.024490431,-0.021944874,0.010633307,0.013731683,0.542597409,-0.400681373,-0.601885211
9,1,0.278502842,-0.018089197,-0.110820512,0.95186708,-0.031434174,-0.115856121,0.070435727,0.021225591,0.004147627,-0.08083606,-0.062559871,0.11162978,-0.080920409,-0.035628343,-0.063340662,-0.09808405,-0.09808405,-0.203733616,-0.294542267,-0.510253996,-0.294711164,-0.257677616,-0.25080626,-0.310727563,0.021319502,0.023783176,-0.314265401,-0.367706595,-0.399541245,-0.378291493,-0.389047304,-0.366570478,-0.383676121,-0.436905861,-0.240222512,-0.200624504,0.016481583,-0.152103721,-0.318801023,0.161672989,-0.316870716,0.159239939,-0.51379748,0.127416241,-0.602581618,0.243222182,-0.02596579,0.062347659,0.121321076,-0.026576424,-0.844514789,0.105281462,0.103849947
9,2,0.262436476,-0.01951011,-0.125219004,0.902647778,-0.037794782,-0.266009867,0.069226625,0.001266122,0.007660466,-0.16396719,-0.041258791,0.145694626,-0.068468959,-0.030279745,-0.023632791,-0.260727581,-0.260727581,-0.44066754,-0.083323449,-0.672840562,-0.342735953,-0.405022798,-0.384710423,-0.341219679,-0.247086151,-0.215203993,-0.40204475,-0.608498592,-0.615125711,-0.427211088,-0.529275972,-0.547022216,-0.313941631,-0.499159203,-0.327698671,-0.284881769,-0.41494634,-0.507490867,-0.372890349,-0.001954275,-0.419533109,0.025759746,-0.531482694,-0.259962958,-0.734159449,0.13600115,0.129153964,0.001884035,0.093147946,0.001092978,-0.704793909,0.109375558,0.212332932
9,3,0.295923445,-0.020399427,-0.091027879,0.938417773,-0.035230465,-0.082276175,0.130193044,-0.020686597,0.002625689,-0.091638301,-0.071259884,0.116804401,-0.094591202,-0.059760833,-0.06780806,0.145886358,0.145886358,-0.162376089,-0.168921401,-0.469028434,0.103128506,-0.183120455,-0.103705823,-0.440633906,0.062505824,-0.04242666,-0.064535434,-0.313643042,-0.29367779,-0.43402213,-0.232042826,-0.330318262,-0.325042891,-0.312512195,-0.250686587,-0.165224232,-0.003516971,-0.115191993,0.222203941,-0.04982739,0.007168779,-0.08245046,-0.347540227,0.06567822,-0.463172054,0.132021015,-0.112277655,-0.092123896,0.201647894,-0.071194993,-0.87432492,0.108089152,0.081016438
9,4,0.248326744,-0.027016777,-0.075378469,0.916324511,-0.041425823,0.085263099,0.077005006,0.009817397,-0.008674673,-0.042328877,-0.041427118,0.080791929,-0.093070811,-0.046663441,-0.05284149,-0.893361718,-0.893361718,-0.964383757,-0.903235537,-0.973364137,-0.959413594,-0.911683219,-0.892201344,-0.109383842,-0.120093396,-0.131748873,-0.96559624,-0.958007391,-0.957526975,0.020397986,-0.271900851,-0.267665735,-0.950315237,-0.939693008,-0.940312313,-0.128144115,-0.359739582,-0.173242153,-0.897718197,-0.080613444,-0.953050441,0.09747002,-0.934437738,-0.195970052,-0.968315588,0.031534866,0.021307429,-0.031930474,0.019833665,-0.094442962,-0.80641375,0.113152832,-0.041913116
9,5,0.282310057,-0.020045495,-0.095274748,0.961323502,-0.010383816,0.009147692,0.076003205,0.01306998,-0.004700786,-0.029183136,-0.060810158,0.099240933,-0.095897704,-0.041919957,-0.057574313,-0.945167482,-0.945167482,-0.969524579,-0.921030223,-0.969824044,-0.971662692,-0.944849432,-0.941686874,-0.10571168,-0.003787219,0.000165424,-0.971313769,-0.962624299,-0.9671292,-0.023504148,-0.098189403,-0.128067958,-0.916974438,-0.954514302,-0.941510336,-0.222857824,-0.34895997,-0.165761263,-0.946330172,0.023573871,-0.963242884,0.200537688,-0.929769068,-0.174953569,-0.967491628,0.024365085,0.011601723,0.004866317,0.045709677,0.032820107,-0.859607609,0.090998556,0.015429672
9,6,0.259195537,-0.020526822,-0.107549721,-0.580252835,-0.119154196,0.957873042,0.088073448,0.011561733,-0.007053678,-0.013632036,-0.15890292,0.101275011,-0.10384668,-0.027552257,-0.056949048,-0.930868438,-0.930868438,-0.963374549,-0.9071251,-0.964524819,-0.946865494,-0.934366598,-0.945919001,-0.445962777,-0.215336753,0.178107281,-0.964304065,-0.964082806,-0.955909215,-0.085030937,-0.22709367,-0.09437436,-0.930297921,-0.934579659,-0.959815009,-0.230699179,-0.321206958,-0.055125414,-0.926604295,-0.085609052,-0.954320586,0.167002983,-0.918605336,-0.206343569,-0.955806255,-0.016201379,0.000991077,-0.021817851,0.052062224,0.01820447,0.668873975,0.170789073,-0.873649367
10,1,0.278574077,-0.017022351,-0.109057512,0.96309215,-0.083827701,0.054927624,0.085794381,0.004082488,-0.01629532,0.010689498,-0.081954078,0.098669573,-0.122709563,-0.051920498,-0.061126293,-0.127400912,-0.127400912,-0.132624992,-0.15645873,-0.440363637,-0.114190001,0.053391191,-0.412182722,-0.263325918,0.243797497,0.258967966,-0.107941107,0.030905202,-0.464020509,-0.260130639,-0.148445687,0.055799091,-0.277913781,-0.345209035,-0.10853003,-0.093367142,-0.12210993,-0.129800372,-0.093023742,0.179599865,0.020518952,-0.071285394,-0.41261691,0.129100107,-0.515065336,-0.000234019,-0.019841132,-0.042831609,-0.125263284,0.099077939,-0.858275735,0.141082256,-0.016572095
10,2,0.267121853,-0.014385492,-0.118180421,0.931861027,-0.056567028,0.02275277,0.06488293,0.026631428,-0.051337583,0.073344717,-0.095460022,0.087966418,-0.157212539,-0.037234852,-0.036502174,-0.026662329,-0.026662329,-0.262038042,0.043857385,-0.523462969,-0.139410791,-0.039068822,-0.301206408,-0.300390927,-0.003544923,-0.289969419,-0.201214322,-0.206872839,-0.553230667,-0.230337514,-0.37085483,-0.328583308,-0.218524717,-0.235858986,-0.262763367,-0.235765047,-0.421428723,-0.135478697,-0.166866722,0.087904962,-0.153553147,0.178734933,-0.265371689,-0.194447276,-0.600582998,0.158591031,0.110293662,-0.007530002,-0.263603869,0.153637458,-0.792289523,0.121840871,0.005791552
10,3,0.290401594,-0.020005077,-0.110848597,0.939807421,-0.064616077,0.041871541,0.100959387,0.01078249,0.000152617,-0.124839594,-0.106742539,0.072443369,-0.064376401,-0.048937805,-0.072041311,0.250843769,0.250843769,0.050701023,-0.023846804,-0.401854311,0.215665273,0.009046604,-0.157728358,-0.32167905,0.066719252,0.257067314,0.181419131,-0.119504296,-0.240679035,-0.236779782,-0.297763024,0.018982166,-0.21435028,-0.27249571,0.039136681,-0.177215652,-0.005559587,-0.044892872,0.220115703,0.164428829,0.156978047,0.125205953,-0.31234751,0.07743626,-0.484196485,0.178773117,-0.033344964,-0.034161839,0.277642296,-0.070191775,-0.877914984,0.128310641,-0.008115308
10,4,0.270612056,-0.015042682,-0.104253239,0.791887198,-0.041260775,0.202534573,0.077537251,0.008978755,-0.004995664,-0.043243218,-0.06799936,0.074595887,-0.093155503,-0.041121654,-0.048941192,-0.9607572,-0.9607572,-0.988054238,-0.944202044,-0.993707488,-0.984943144,-0.9404502,-0.974644655,-0.082614073,0.027931974,0.23364402,-0.989365014,-0.980962856,-0.986056768,0.193449216,-0.026185927,0.117530737,-0.986477363,-0.986179216,-0.96539547,0.214105021,0.067725229,-0.084443596,-0.955281011,0.221566081,-0.985900801,0.324762093,-0.974459733,0.005813374,-0.992191529,0.344008503,-0.000753881,0.041240381,0.003581914,-0.053975257,-0.542518751,0.10879926,-0.12193685
10,5,0.276650301,-0.01554186,-0.107964084,0.954008785,-0.043159783,0.034698021,0.080978439,0.011900763,-0.00485841,-0.028185433,-0.087682049,0.103251561,-0.104753833,-0.0371593,-0.058416255,-0.951988908,-0.951988908,-0.965163818,-0.92978726,-0.971637662,-0.970099814,-0.923378745,-0.955272384,0.159123629,-0.012623426,0.077609848,-0.963565166,-0.94218776,-0.972241512,0.25330139,-0.187095243,0.005628739,-0.924005913,-0.960323801,-0.950915731,-0.281787223,-0.164082231,-0.098887445,-0.940110168,0.090245467,-0.95163369,0.197319525,-0.937786743,-0.226492596,-0.965614081,0.013389749,-0.013790469,0.030370589,0.033610764,0.114195806,-0.817648124,0.112597078,-0.002568641
10,6,0.280230574,-0.024294484,-0.117168642,-0.453069738,-0.139297681,-0.031121624,0.073815064,0.015698997,0.007166896,-0.019555937,-0.077032566,0.104720478,-0.100308254,-0.038879792,-0.059074491,-0.95678182,-0.95678182,-0.976234435,-0.937590999,-0.970830849,-0.969184209,-0.954341849,-0.964300845,-0.140520229,0.200554088,0.317328875,-0.979014669,-0.968039174,-0.972592213,0.04855721,0.04259423,0.146112722,-0.953793912,-0.954670034,-0.969755777,0.070757575,0.071312565,0.157620505,-0.950848109,0.260388946,-0.968561122,0.212826188,-0.937692643,0.216535434,-0.960976822,0.2026247,-0.02387298,-0.012181529,0.019911134,0.058322428,0.577222398,0.213834853,0.105926377
11,1,0.271821893,-0.016647583,-0.106096304,0.946468451,-0.21204587,0.134053215,0.082970933,0.012768248,-0.013364828,-0.0426929,-0.070510497,0.08437445,-0.09182042,-0.051417255,-0.034267745,-0.288323472,-0.288323472,-0.402333202,-0.421801674,-0.630732706,-0.396533732,-0.083047844,-0.61640291,-0.373607932,0.012876103,0.040455756,-0.453265269,-0.241801726,-0.692593872,-0.353419933,-0.427889403,-0.092391951,-0.514753308,-0.593107398,-0.398293337,-0.175946094,-0.297177113,-0.184065788,-0.458514063,0.093581805,-0.395116134,0.084454308,-0.610222629,-0.074837069,-0.751914457,0.056364837,0.061938114,-0.043667108,0.05797308,0.012860881,-0.770427853,0.228650908,-0.071621348
11,2,0.263775859,-0.030315782,-0.106797216,0.892626156,-0.343576925,0.146633747,0.096856168,-0.013262529,-0.01514639,-0.08209097,-0.056692881,0.063805438,-0.064524541,-0.071983469,-0.04607615,-0.132594624,-0.132594624,-0.509587701,-0.255048337,-0.757314814,-0.355348902,-0.254645207,-0.551742084,-0.52447937,-0.189232159,-0.486549897,-0.495927372,-0.455317917,-0.765387906,-0.446992355,-0.461641074,-0.48249712,-0.471782782,-0.581167154,-0.674671879,-0.245040398,-0.635531917,-0.183328378,-0.336061027,-0.137089383,-0.475928502,0.01490148,-0.55009966,-0.377996101,-0.795986114,0.015327027,-0.016857557,-0.063290368,-0.009556578,-0.070859017,-0.645453651,0.321428289,-0.080537694
11,3,0.291605632,-0.017809772,-0.11107015,0.941746407,-0.200321943,0.132371685,0.089716866,0.02522742,-0.022520891,-0.125068699,-0.026277535,0.057524457,-0.022091627,-0.052027299,-0.037304841,0.126227657,0.126227657,-0.19820614,-0.19788336,-0.599294761,0.035193723,0.024750813,-0.377624756,-0.400296382,-0.056189226,0.005314452,-0.120463005,-0.17747924,-0.530225529,-0.338849975,-0.455972776,-0.244414661,-0.318777013,-0.528254524,-0.273459112,-0.263295936,-0.255277888,-0.150480042,0.090280758,0.031672568,-0.097454997,0.033747518,-0.456170109,-0.169884464,-0.668340528,-0.009425074,-0.046507254,0.025142888,0.29757612,-0.223672056,-0.780245904,0.221263764,-0.070961262
11,4,0.276590197,-0.014919562,-0.112840218,0.871963798,0.213716306,0.188531696,0.076177732,-0.000213839,0.008334008,-0.039998492,-0.075528448,0.076173942,-0.094842348,-0.039281305,-0.050539546,-0.961970764,-0.961970764,-0.979355635,-0.951884472,-0.989519031,-0.981481454,-0.934503183,-0.97285511,-0.050340397,0.096774774,0.243469786,-0.98083175,-0.967454618,-0.981124861,0.153320198,-0.080505803,0.075598263,-0.985106875,-0.982636645,-0.954453821,0.115678529,-0.102473211,-0.045957947,-0.953066009,0.198648837,-0.975315332,0.192259108,-0.969799951,-0.03989666,-0.987255973,0.159345367,-0.011786011,-0.010568244,-0.00398003,-0.025414895,-0.663459875,-0.068639836,-0.112035601
11,5,0.277715563,-0.017199089,-0.10868663,0.956464536,-0.173082705,0.127198423,0.076009772,0.012413097,-0.000745916,-0.029314152,-0.076546504,0.081058822,-0.099519356,-0.039599214,-0.052473275,-0.984853837,-0.984853837,-0.989242377,-0.979978011,-0.993428184,-0.993808051,-0.968703073,-0.987669786,0.089010242,0.055740898,0.292390246,-0.992385451,-0.979287024,-0.988460788,0.31217184,-0.030509414,0.120740566,-0.978301717,-0.994025488,-0.980762968,-0.129935993,0.119201234,-0.021296779,-0.982255414,0.233078227,-0.988636595,0.33309893,-0.98257652,-0.047848618,-0.99298102,0.223297409,-0.002316692,-0.013952213,0.01859355,0.012678443,-0.801986404,0.201762945,-0.066870977
11,6,0.280592971,-0.017659805,-0.108786578,-0.134832031,0.943017941,0.11262019,0.076664534,0.012219385,0.002776905,-0.019174384,-0.04155999,0.152019016,-0.102297502,-0.041239143,-0.066695749,-0.98062118,-0.98062118,-0.983330628,-0.952523752,-0.990641248,-0.983801366,-0.971403935,-0.973576813,-0.063770977,0.251945472,0.226035841,-0.984884874,-0.973882497,-0.979564844,0.178104551,0.003449996,0.030016945,-0.976187471,-0.982640272,-0.961434421,0.0061082,0.104942478,0.096356893,-0.973994005,0.336010661,-0.976940775,0.295747895,-0.967093356,0.040600406,-0.985978837,0.256034977,0.002750338,0.001435387,-0.022025948,0.052991613,0.34527776,-0.81313078,-0.059346864
12,1,0.277128666,-0.015560928,-0.103161106,0.966873515,-0.15598345,-0.036084288,0.045764401,0.019776695,0.00502587,-0.104513671,-0.034429108,0.099973912,-0.062238932,-0.049852605,-0.046733815,-0.10220455,-0.10220455,-0.144064923,-0.355930365,-0.517493775,-0.05435764,-0.071302455,-0.4223253,-0.261426012,0.149107489,0.170802949,-0.081619795,-0.141374071,-0.491386173,-0.281106567,-0.223460713,-0.182007552,-0.401975932,-0.467886338,-0.317282484,0.02040884,-0.025458443,-0.027904118,-0.153116003,0.252267753,-0.029912425,0.018449462,-0.442503784,0.146075367,-0.561176441,0.077777759,0.044980069,0.016084935,0.175529427,-0.097263564,-0.860232515,0.190350652,0.04684284
